"Entity[33879] Report(A000000)", , , , ,"Entity[33879] Report(A000000[0000])","Entity[33879] Report(A000000[0100])","Entity[33879] Report(A000000[0200])","Entity[33879] Report(A000000[0300])","Entity[33879] Report(A000000[0400])","Entity[33879] Report(A000000[0500])","Entity[33879] Report(A000000[0600])","Entity[33879] Report(A000000[0700])","Entity[33879] Report(A000000[0800])","Entity[33879] Report(A000000[0900])","Entity[33879] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"18676","18676", ,"18676", ,"18676"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"1464","1464", ,"1464", ,"1464"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"4021","4021", ,"4021", ,"4021"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","8616","1242","7", ,"262","10127", ,"10127", ,"10127"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","102975","14848","3723","2318","38066","161930","-66","161864","-14489","147375"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE", , , ,"11946", ,"11946", ,"11946", ,"11946"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"6524", ,"6524", ,"6524", ,"6524"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01500)","1500PHYSICIAN SERVICES","1837","265","1","3799","162","6064", ,"6064", ,"6064"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01600)","1600NURSING CARE","128207","18486","14463", ,"2586","163742", ,"163742", ,"163742"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","26033","3754","4113", ,"619","34519", ,"34519", ,"34519"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","6225","897","4381", ,"319","11822", ,"11822", ,"11822"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","19294","2782","12644", ,"821","35541", ,"35541", ,"35541"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","2011","290","4","45054","24","47383", ,"47383", ,"47383"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"27597", ,"27597", ,"27597", ,"27597"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"8438", ,"8438", ,"8438", ,"8438"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"161", ,"161", ,"161", ,"161"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"7761", ,"7761", ,"7761", ,"7761"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"2541", ,"2541", ,"2541", ,"2541"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"716", ,"716", ,"716", ,"716"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","3569","514","330", ,"524","4937", ,"4937", ,"4937"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"947", ,"38","985", ,"985", ,"985"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(05200)","5200FUNDRAISING","4233","610","20","76","2074","7013", ,"7013", ,"7013"
"HOSPC","hospc_2013_DATA",33879,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","22115","3188","2437","35892","4535","68167","66","68233","-35890","32343"
"Entity[33879] Report(A100000)", , , , , ,"Entity[33879] Report(A100000[0100])","Entity[33879] Report(A100000[0200])","Entity[33879] Report(A100000[0300])","Entity[33879] Report(A100000[0400])","Entity[33879] Report(A100000[0500])", ,"Entity[33879] Report(A100000[0700])","Entity[33879] Report(A100000[0800])","Entity[33879] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33879,"A800000","Line(00600)", ,"A","-14489","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33879,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-35890","OTHER NONREIMBURSABLE COSTS","53"
"Entity[33879] Report(A81000A)", , , , , ,"Entity[33879] Report(A81000A[0100])","Entity[33879] Report(A81000A[0200])","Entity[33879] Report(A81000A[0300])","Entity[33879] Report(A81000A[0400])","Entity[33879] Report(A81000A[0500])"
"HOSPC","hospc_2013_DATA",33879,"A81000A","Line(00100)", ,"1","CAPITAL REL COSTS-BLDG & FIXT","CAPITAL ASSETS","355","355"
"HOSPC","hospc_2013_DATA",33879,"A81000A","Line(00200)", ,"16","NURSING CARE","CONTRACT LABOR","227","227"
"HOSPC","hospc_2013_DATA",33879,"A81000A","Line(00300)", ,"31","DURABLE MEDICAL EQUIPMENT/OXYGEN","EQUIPMENT RENTAL","468","468"
"HOSPC","hospc_2013_DATA",33879,"A81000A","Line(00400)", ,"1","CAPITAL REL COSTS-BLDG & FIXT","RENT EXPENSE","1309","1309"
"HOSPC","hospc_2013_DATA",33879,"A81000A","Line(00401)", ,"34","LABS AND DIAGNOSTICS","PATIENT CARE","13","13"
"Entity[33879] Report(A81000B)", , , , , ,"Entity[33879] Report(A81000B[0100])","Entity[33879] Report(A81000B[0200])", ,"Entity[33879] Report(A81000B[0400])","Entity[33879] Report(A81000B[0500])","Entity[33879] Report(A81000B[0600])"
"HOSPC","hospc_2013_DATA",33879,"A81000B","Line(00100)", ,"G","DOUG WATSON", ,"KEENER CONSTRUCTION", ,"CONSTRUCTION"
"HOSPC","hospc_2013_DATA",33879,"A81000B","Line(00200)", ,"G","KIM VAIL", ,"BRIGHTSTAR", ,"STAFFING AGENCY"
"HOSPC","hospc_2013_DATA",33879,"A81000B","Line(00300)", ,"G","SHARRON HEFLIN", ,"BIRD AND BEAR  INC.","50","DME PROVIDER"
"HOSPC","hospc_2013_DATA",33879,"A81000B","Line(00400)", ,"G","TIMOTHY OSTERHOLM", ,"ST VINCENT MEDICAL CENTER", ,"HEALTHCARE"
