"Entity[33973] Report(A000000)", , , , ,"Entity[33973] Report(A000000[0000])","Entity[33973] Report(A000000[0100])","Entity[33973] Report(A000000[0200])","Entity[33973] Report(A000000[0300])","Entity[33973] Report(A000000[0400])","Entity[33973] Report(A000000[0500])","Entity[33973] Report(A000000[0600])","Entity[33973] Report(A000000[0700])","Entity[33973] Report(A000000[0800])","Entity[33973] Report(A000000[0900])","Entity[33973] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"126465","126465", ,"126465", ,"126465"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"12522","12522", ,"12522", ,"12522"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"55428","55428", ,"55428", ,"55428"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","26052","4699","57", ,"1295","32103", ,"32103", ,"32103"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","384157","69290","13566","20128","112646","599787","-575","599212","-712","598500"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","830090","149720","8807","125127","21530","1135274", ,"1135274", ,"1135274"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01500)","1500PHYSICIAN SERVICES","15956","2878","9","18836","1401","39080", ,"39080", ,"39080"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01600)","1600NURSING CARE","538706","97165","69452", ,"13458","718781", ,"718781", ,"718781"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","69239","12488","10165", ,"2731","94623", ,"94623", ,"94623"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","33136","5977","6480", ,"479","46072", ,"46072", ,"46072"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","223756","40358","96457","5823","7872","374266", ,"374266", ,"374266"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(02500)","2500OTHER VISITING SERVICES", , , ,"1959", ,"1959", ,"1959", ,"1959"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION","1919","346", ,"185746","115","188126", ,"188126", ,"188126"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"21677", ,"21677", ,"21677", ,"21677"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"19699", ,"19699", ,"19699", ,"19699"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03300)","3300IMAGING SERVICES"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"1573", ,"1573", ,"1573", ,"1573"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"42507", ,"42507", ,"42507", ,"42507"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"1330", ,"1330", ,"1330", ,"1330"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"254", ,"254", ,"254", ,"254"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","26552","4789","1703", ,"4244","37288", ,"37288", ,"37288"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"2390", ,"328","2718", ,"2718", ,"2718"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(05200)","5200FUNDRAISING","36760","6630","171","658","18012","62231", ,"62231", ,"62231"
"HOSPC","hospc_2013_DATA",33973,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","70851","12780","8610","908888","19889","1021018","575","1021593","-908868","112725"
"Entity[33973] Report(A100000)", , , , , ,"Entity[33973] Report(A100000[0100])","Entity[33973] Report(A100000[0200])","Entity[33973] Report(A100000[0300])","Entity[33973] Report(A100000[0400])","Entity[33973] Report(A100000[0500])", ,"Entity[33973] Report(A100000[0700])","Entity[33973] Report(A100000[0800])","Entity[33973] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33973,"A700000","Line(00700)", ,"9415749","270912","3500","274412","515152","9175009"
"Entity[33973] Report(A800000)", , , , ,"Entity[33973] Report(A800000[0000])","Entity[33973] Report(A800000[0100])","Entity[33973] Report(A800000[0200])","Entity[33973] Report(A800000[0300])","Entity[33973] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",33973,"A800000","Line(00600)", ,"A","-712","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33973,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-908868","OTHER NONREIMBURSABLE COSTS","53"
"Entity[33973] Report(A81000A)", , , , , ,"Entity[33973] Report(A81000A[0100])","Entity[33973] Report(A81000A[0200])","Entity[33973] Report(A81000A[0300])","Entity[33973] Report(A81000A[0400])","Entity[33973] Report(A81000A[0500])"
"HOSPC","hospc_2013_DATA",33973,"A81000A","Line(00100)", ,"3","PLANT OPERATION AND MAINTENANCE","MAINTENANCE","7907","7907"
"HOSPC","hospc_2013_DATA",33973,"A81000A","Line(00200)", ,"16","NURSING CARE","CONTRACT LABOR","10799","10799"
"HOSPC","hospc_2013_DATA",33973,"A81000A","Line(00300)", ,"31","DURABLE MEDICAL EQUIPMENT/OXYGEN","EQUIPMENT RENTAL","10220","10220"
"HOSPC","hospc_2013_DATA",33973,"A81000A","Line(00400)", ,"1","CAPITAL REL COSTS-BLDG & FIXT","BUILDING RENT","151329","151329"
"HOSPC","hospc_2013_DATA",33973,"A81000A","Line(00401)", ,"10","INPATIENT- GENERAL CARE","LINEN EXPENSE","28327","28327"
"HOSPC","hospc_2013_DATA",33973,"A81000A","Line(00402)", ,"34","LABS AND DIAGNOSTICS","PATIENT CARE","5525","5525"
"Entity[33973] Report(A81000B)", , , , , ,"Entity[33973] Report(A81000B[0100])","Entity[33973] Report(A81000B[0200])", ,"Entity[33973] Report(A81000B[0400])","Entity[33973] Report(A81000B[0500])","Entity[33973] Report(A81000B[0600])"
"HOSPC","hospc_2013_DATA",33973,"A81000B","Line(00100)", ,"G","DOUG WASSON", ,"KINCO CONSTRUCTION", ,"CONSTRUCTION"
"HOSPC","hospc_2013_DATA",33973,"A81000B","Line(00200)", ,"G","KIM VAIL", ,"BRIGHTSTAR", ,"STAFFING AGENCY"
"HOSPC","hospc_2013_DATA",33973,"A81000B","Line(00300)", ,"G","SHARON HEFLIN", ,"BIRD AND BEAR","50","DME"
"HOSPC","hospc_2013_DATA",33973,"A81000B","Line(00400)", ,"G","TIMOTHY OSTERHOLM", ,"ST. VINCENT INFIRMARY", ,"HEALTHCARE"
"HOSPC","hospc_2013_DATA",33973,"A81000B","Line(00500)", ,"G","TIMOTHY OSTERHOLM", ,"ST. VINCENT INFIRMARY", ,"HEALTHCARE"
