"HOSPC","hospc_2013_DATA",33889,"A800000","Line(00801)","DONATIONS","A","-1175","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33889,"A800000","Line(00802)","SALES EXPENSE","A","-101213","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33889,"A800000","Line(00803)","SALES REPS","A","-1240843","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33889,"A800000","Line(00804)","R&B EXPENSE","A","-5190806","OTHER NONREIMBURSABLE COSTS","53"
"HOSPC","hospc_2013_DATA",33889,"A800000","Line(00805)","INCOME TAX EXPENSE","A","-688493","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33889,"A800000","Line(00806)","GIFTS","A","-1560","ADMINISTRATIVE AND GENERAL","6"
"Entity[33889] Report(A81000A)", , , , , ,"Entity[33889] Report(A81000A[0100])","Entity[33889] Report(A81000A[0200])","Entity[33889] Report(A81000A[0300])","Entity[33889] Report(A81000A[0400])","Entity[33889] Report(A81000A[0500])","Entity[33889] Report(A81000A[0600])"
"HOSPC","hospc_2013_DATA",33889,"A81000A","Line(00100)", ,"6","ADMINISTRATIVE AND GENERAL","HOME OFFICE ALLOCATION","6002082","6577598","-575516"
"HOSPC","hospc_2013_DATA",33889,"A81000A","Line(00200)", ,"6","ADMINISTRATIVE AND GENERAL","RENT OFFICE","437427","437427"
"HOSPC","hospc_2013_DATA",33889,"A81000A","Line(00300)", ,"6","ADMINISTRATIVE AND GENERAL","INTEREST EXPENSE","4695","4695"
"Entity[33889] Report(A81000B)", , , , , ,"Entity[33889] Report(A81000B[0100])","Entity[33889] Report(A81000B[0200])","Entity[33889] Report(A81000B[0300])","Entity[33889] Report(A81000B[0400])","Entity[33889] Report(A81000B[0500])","Entity[33889] Report(A81000B[0600])"
"HOSPC","hospc_2013_DATA",33889,"A81000B","Line(00100)", ,"B","COMMUNITY HOSPICE","100","CURO HEALTH SERVICES", ,"CORPORATE ALLOC"
"HOSPC","hospc_2013_DATA",33889,"A81000B","Line(00200)", ,"A","C.SAUNDERS ROBERSON  JR","50","COMMUNITY REALESTATE HLG","50","RENTAL PROPERTY"
