"Entity[34049] Report(A000000)", , , , ,"Entity[34049] Report(A000000[0000])","Entity[34049] Report(A000000[0100])","Entity[34049] Report(A000000[0200])","Entity[34049] Report(A000000[0300])","Entity[34049] Report(A000000[0400])","Entity[34049] Report(A000000[0500])","Entity[34049] Report(A000000[0600])","Entity[34049] Report(A000000[0700])","Entity[34049] Report(A000000[0800])","Entity[34049] Report(A000000[0900])","Entity[34049] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"143333","143333", ,"143333", ,"143333"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"54215","54215", ,"54215", ,"54215"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"31485","31485", ,"31485", ,"31485"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","32127","5634","1087", , ,"38848", ,"38848", ,"38848"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","515335","90372","3986","98785","231257","939735","-306","939429","-4455","934974"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","679201","119110", ,"165868","6726","970905", ,"970905", ,"970905"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01500)","1500PHYSICIAN SERVICES", , , ,"10955", ,"10955", ,"10955", ,"10955"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01600)","1600NURSING CARE","787388","138082","43906", ,"1142","970518", ,"970518", ,"970518"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","6887","1208", , , ,"8095", ,"8095", ,"8095"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","145719","25554","12920", , ,"184193", ,"184193", ,"184193"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","72268","12674","8357", ,"140","93439", ,"93439", ,"93439"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","177385","31108","38918", , ,"247411", ,"247411", ,"247411"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"29953", ,"29953", ,"29953", ,"29953"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03030)","3030ANALGESICS", , , ,"73248", ,"73248", ,"73248", ,"73248"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"29743", ,"29743", ,"29743", ,"29743"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03032)","3032OTHER - SPECIFY", , , ,"146956", ,"146956", ,"146956", ,"146956"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"117868", ,"117868", ,"117868", ,"117868"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"25750", ,"25750", ,"25750", ,"25750"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"5167", ,"5167", ,"5167", ,"5167"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"67638", ,"67638", ,"67638", ,"67638"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"58", ,"58", ,"58", ,"58"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03700)","3700RADIATION THERAPY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"15957", ,"15957", ,"15957", ,"15957"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","25366","4448", , ,"4306","34120", ,"34120", ,"34120"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , , , ,"3577","3577", ,"3577", ,"3577"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(05200)","5200FUNDRAISING", , , , ,"2004","2004", ,"2004", ,"2004"
"HOSPC","hospc_2013_DATA",34049,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","60372","10587","4199","1861034","61220","1997412","306","1997718","-1861034","136684"
"Entity[34049] Report(A100000)", , , , , ,"Entity[34049] Report(A100000[0100])","Entity[34049] Report(A100000[0200])","Entity[34049] Report(A100000[0300])","Entity[34049] Report(A100000[0400])","Entity[34049] Report(A100000[0500])", ,"Entity[34049] Report(A100000[0700])","Entity[34049] Report(A100000[0800])","Entity[34049] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",34049,"A81000A","Line(00100)", ,"15","PHYSICIAN SERVICES","MEDICAL DIRECTOR","32625","32625"
"HOSPC","hospc_2013_DATA",34049,"A81000A","Line(00200)", ,"10","INPATIENT- GENERAL CARE","RENT  PATIENT RELATED","201725","201725"
"HOSPC","hospc_2013_DATA",34049,"A81000A","Line(00300)", ,"10","INPATIENT- GENERAL CARE","RENT  PATIENT RELATED","201725","201725"
"HOSPC","hospc_2013_DATA",34049,"A81000A","Line(00400)", ,"10","INPATIENT- GENERAL CARE","RENT  PATIENT RELATED","201725","201725"
"HOSPC","hospc_2013_DATA",34049,"A81000A","Line(00401)", ,"10","INPATIENT- GENERAL CARE","RENT  PATIENT RELATED","201725","201725"
"Entity[34049] Report(A81000B)", , , , , ,"Entity[34049] Report(A81000B[0100])","Entity[34049] Report(A81000B[0200])", ,"Entity[34049] Report(A81000B[0400])", ,"Entity[34049] Report(A81000B[0600])"
"HOSPC","hospc_2013_DATA",34049,"A81000B","Line(00100)", ,"E","DR SCOTT WATKINS"
"HOSPC","hospc_2013_DATA",34049,"A81000B","Line(00200)", ,"E","JACK HOGAN", ,"METHODIST HOSPITAL", ,"HOSPITAL"
"HOSPC","hospc_2013_DATA",34049,"A81000B","Line(00300)", ,"E","SUE BERRY", ,"METHODIST HOSPITAL", ,"HOSPITAL"
"HOSPC","hospc_2013_DATA",34049,"A81000B","Line(00400)", ,"E","REV MARY WRYE", ,"METHODIST HOSPITAL", ,"HOSPITAL"
