"Entity[34077] Report(A000000)", , , , ,"Entity[34077] Report(A000000[0000])","Entity[34077] Report(A000000[0100])","Entity[34077] Report(A000000[0200])","Entity[34077] Report(A000000[0300])","Entity[34077] Report(A000000[0400])","Entity[34077] Report(A000000[0500])","Entity[34077] Report(A000000[0600])","Entity[34077] Report(A000000[0700])","Entity[34077] Report(A000000[0800])","Entity[34077] Report(A000000[0900])","Entity[34077] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"281430","281430", ,"281430","213","281643"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"71673","71673", ,"71673","10584","82257"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE", , , , ,"215981","215981", ,"215981", ,"215981"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","29937","5066", , ,"34","35037", ,"35037", ,"35037"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","617915","104548","2478","25635","320115","1070691","-624","1070067","-45977","1024090"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","659197","111534", ,"327054","7023","1104808", ,"1104808","-1495","1103313"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE","18280","3094", ,"7494","310","29178", ,"29178", ,"29178"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01500)","1500PHYSICIAN SERVICES","427713","72367","4290", ,"3820","508190", ,"508190", ,"508190"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01600)","1600NURSING CARE","1109788","187772","30447","1364","9462","1338833", ,"1338833", ,"1338833"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01700)","1700PHYSICAL THERAPY", , , ,"2482", ,"2482", ,"2482", ,"2482"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY", , , ,"235", ,"235", ,"235", ,"235"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY", , , ,"820", ,"820", ,"820", ,"820"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","254369","43038","6323", ,"6513","310243", ,"310243", ,"310243"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","40848","6911","2727","1920","849","53255", ,"53255", ,"53255"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02200)","2200DIETARY COUNSELING","5690","963","195","40215", ,"47063", ,"47063", ,"47063"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","331745","56130","22217","4192","3478","417762", ,"417762", ,"417762"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"18837", ,"18837", ,"18837", ,"18837"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03030)","3030ANALGESICS", , , ,"81361", ,"81361", ,"81361", ,"81361"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS", , , ,"1279", ,"1279", ,"1279", ,"1279"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03032)","3032OTHER - SPECIFY", , , ,"262024", ,"262024", ,"262024", ,"262024"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"191453", ,"191453", ,"191453", ,"191453"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"26955", ,"26955", ,"26955", ,"26955"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"24718", ,"24718", ,"24718", ,"24718"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"20410", ,"20410", ,"20410", ,"20410"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"96781", ,"96781", ,"96781", ,"96781"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"79277", ,"79277", ,"79277", ,"79277"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03700)","3700RADIATION THERAPY", , , ,"10072", ,"10072", ,"10072", ,"10072"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03800)","3800CHEMOTHERAPY"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"2859","343","3202", ,"3202", ,"3202"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","82417","13945","1434","75","8996","106867", ,"106867", ,"106867"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS", , ,"74", ,"6065","6139", ,"6139", ,"6139"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(05200)","5200FUNDRAISING","52029","8803", , ,"58850","119682", ,"119682", ,"119682"
"HOSPC","hospc_2013_DATA",34077,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","229782","38877","12955","528501","169173","979288","624","979912","-458300","521612"
"Entity[34077] Report(A100000)", , , , , ,"Entity[34077] Report(A100000[0100])","Entity[34077] Report(A100000[0200])","Entity[34077] Report(A100000[0300])","Entity[34077] Report(A100000[0400])","Entity[34077] Report(A100000[0500])", ,"Entity[34077] Report(A100000[0700])","Entity[34077] Report(A100000[0800])","Entity[34077] Report(A100000[0900])"
"Entity[34077] Report(A700000)", , , , , ,"Entity[34077] Report(A700000[0100])","Entity[34077] Report(A700000[0200])", ,"Entity[34077] Report(A700000[0400])","Entity[34077] Report(A700000[0500])","Entity[34077] Report(A700000[0600])"
"HOSPC","hospc_2013_DATA",34077,"A700000","Line(00100)", ,"805579", , , ,"7570","798009"
"HOSPC","hospc_2013_DATA",34077,"A700000","Line(00200)", ,"816552", , , , ,"816552"
"HOSPC","hospc_2013_DATA",34077,"A700000","Line(00300)", ,"6581205","1135", ,"1135","3210","6579130"
"HOSPC","hospc_2013_DATA",34077,"A700000","Line(00500)", ,"516172","10480", ,"10480", ,"526652"
"HOSPC","hospc_2013_DATA",34077,"A700000","Line(00600)", ,"857700","1523", ,"1523","2279","856944"
"HOSPC","hospc_2013_DATA",34077,"A700000","Line(00700)", ,"9577208","13138", ,"13138","13059","9577287"
"Entity[34077] Report(A800000)", , , , ,"Entity[34077] Report(A800000[0000])","Entity[34077] Report(A800000[0100])","Entity[34077] Report(A800000[0200])","Entity[34077] Report(A800000[0300])","Entity[34077] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",34077,"A800000","Line(00100)", ,"B","-173","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34077,"A800000","Line(00400)", ,"B","-1495","INPATIENT- GENERAL CARE","10"
"HOSPC","hospc_2013_DATA",34077,"A800000","Line(00600)", ,"A","-45804","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",34077,"A800000","Line(00800)","MEDICAID_ROOM_AND_BOARD","A","-458300","OTHER NONREIMBURSABLE COSTS","53"
"HOSPC","hospc_2013_DATA",34077,"A800000","Line(00900)", ,"A","213"
"HOSPC","hospc_2013_DATA",34077,"A800000","Line(01000)", ,"A","10584"
