"HOSPC","hospc_2013_DATA",33891,"A800000","Line(00802)","SALES EXPENSE","A","-40190","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33891,"A800000","Line(00803)","SALES REPS","A","-494541","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33891,"A800000","Line(00804)","R&B EXPENSE","A","-1841448","OTHER NONREIMBURSABLE COSTS","53"
"HOSPC","hospc_2013_DATA",33891,"A800000","Line(00805)","GIFTS","A","-737","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33891,"A800000","Line(00806)","INCOME TAX EXPENSE","A","-233595","ADMINISTRATIVE AND GENERAL","6"
"Entity[33891] Report(A81000A)", , , , , ,"Entity[33891] Report(A81000A[0100])","Entity[33891] Report(A81000A[0200])","Entity[33891] Report(A81000A[0300])","Entity[33891] Report(A81000A[0400])","Entity[33891] Report(A81000A[0500])","Entity[33891] Report(A81000A[0600])"
"HOSPC","hospc_2013_DATA",33891,"A81000A","Line(00100)", ,"6","ADMINISTRATIVE AND GENERAL","HOME OFFICE ALLOCATION","2572673","2150832","421841"
"HOSPC","hospc_2013_DATA",33891,"A81000A","Line(00200)", ,"6","ADMINISTRATIVE AND GENERAL","RENT OFFICE","219851","219851"
"HOSPC","hospc_2013_DATA",33891,"A81000A","Line(00300)", ,"6","ADMINISTRATIVE AND GENERAL","INTEREST EXPENSE","2342","2342"
"Entity[33891] Report(A81000B)", , , , , ,"Entity[33891] Report(A81000B[0100])","Entity[33891] Report(A81000B[0200])","Entity[33891] Report(A81000B[0300])","Entity[33891] Report(A81000B[0400])","Entity[33891] Report(A81000B[0500])","Entity[33891] Report(A81000B[0600])"
"HOSPC","hospc_2013_DATA",33891,"A81000B","Line(00100)", ,"B","COMMUNITY HOSPICE","100","CURO HEALTH SERVICES", ,"CORPORATE ALLOC"
"HOSPC","hospc_2013_DATA",33891,"A81000B","Line(00200)", ,"A","C.SAUNDERS ROBERSON  JR","50","COMMUNITY REALESTATE HLG","50","RENTAL PROPERTY"
