"Entity[33887] Report(A000000)", , , , ,"Entity[33887] Report(A000000[0000])","Entity[33887] Report(A000000[0100])","Entity[33887] Report(A000000[0200])","Entity[33887] Report(A000000[0300])","Entity[33887] Report(A000000[0400])","Entity[33887] Report(A000000[0500])","Entity[33887] Report(A000000[0600])","Entity[33887] Report(A000000[0700])","Entity[33887] Report(A000000[0800])","Entity[33887] Report(A000000[0900])","Entity[33887] Report(A000000[1000])"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(00100)","0100CAPITAL REL COSTS-BLDG & FIXT", , , , ,"575102","575102", ,"575102", ,"575102"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(00200)","0200CAPITAL REL COSTS-MOVABLE EQUIP", , , , ,"440291","440291", ,"440291", ,"440291"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(00300)","0300PLANT OPERATION AND MAINTENANCE","46766","12743", ,"78743","368369","506621", ,"506621", ,"506621"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(00400)","0400TRANSPORTATION-STAFF"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(00500)","0500VOLUNTEER SERVICE COORDINATION","148003","40327","7736", , ,"196066", ,"196066", ,"196066"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(00600)","0600ADMINISTRATIVE AND GENERAL","4091944","1114948","63186","148606","1179268","6597952","-1468","6596484","-959493","5636991"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(01000)","1000INPATIENT- GENERAL CARE","2122024","578197","3966","1593229","171388","4468804", ,"4468804", ,"4468804"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(01100)","1100INPATIENT- RESPITE CARE", , , ,"47817", ,"47817", ,"47817", ,"47817"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(01500)","1500PHYSICIAN SERVICES","875001","238415","4056","421593","21811","1560876", ,"1560876", ,"1560876"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(01600)","1600NURSING CARE","4010061","1092638","225603","7775","4451","5340528", ,"5340528", ,"5340528"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(01620)","1620NURSING CARE - CONTINUOUS HOME C","121066","32987","6133", , ,"160186", ,"160186", ,"160186"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(01700)","1700PHYSICAL THERAPY"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(01800)","1800OCCUPATIONAL THERAPY"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(01900)","1900SPEECH/LANGUAGE PATHOLOGY"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(02000)","2000MEDICAL SOCIAL SERVICES","968310","263840","53436", , ,"1285586", ,"1285586", ,"1285586"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(02100)","2100SPIRITUAL COUNSELING","280058","76309","23985", , ,"380352", ,"380352", ,"380352"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(02200)","2200DIETARY COUNSELING"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(02300)","2300COUNSELING-OTHER"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(02400)","2400HOME HEALTH AIDE AND HOMEMAKER","1247853","340008","147620","2866", ,"1738347", ,"1738347", ,"1738347"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(02420)","2420HH AIDE & HOMEMAKER - CONT HOME"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(02500)","2500OTHER VISITING SERVICES"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03000)","3000DRUGS  BIOLOGICAL AND INFUSION", , , ,"1632627", ,"1632627", ,"1632627", ,"1632627"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03030)","3030ANALGESICS"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03031)","3031SEDATIVES/HYPNOTICS"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03032)","3032OTHER - SPECIFY"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03100)","3100DURABLE MEDICAL EQUIPMENT/OXYGEN", , , ,"841602", ,"841602", ,"841602", ,"841602"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03200)","3200PATIENT TRANSPORTATION", , , ,"66479", ,"66479", ,"66479", ,"66479"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03300)","3300IMAGING SERVICES", , , ,"49075", ,"49075", ,"49075", ,"49075"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03400)","3400LABS AND DIAGNOSTICS", , , ,"28017", ,"28017", ,"28017", ,"28017"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03500)","3500MED SUPPLIES CHARGED TO PATIENTS", , , ,"256777", ,"256777", ,"256777", ,"256777"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03600)","3600OUTPATIENT SERVICES (INCL E/R DE", , , ,"28638", ,"28638", ,"28638", ,"28638"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03700)","3700RADIATION THERAPY", , , ,"40295", ,"40295", ,"40295", ,"40295"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03800)","3800CHEMOTHERAPY", , , ,"323388", ,"323388", ,"323388", ,"323388"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(03900)","3900OTHER HOSPICE SERVICE COST CENTE", , , ,"96497", ,"96497", ,"96497", ,"96497"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(05000)","5000BEREAVEMENT PROGRAM COSTS","300657","81921","4965", ,"18832","406375", ,"406375", ,"406375"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(05100)","5100VOLUNTEER PROGRAM COSTS","70584","19232", , ,"29313","119129", ,"119129", ,"119129"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(05200)","5200FUNDRAISING","315294","85909","3609","47516","155485","607813", ,"607813", ,"607813"
"HOSPC","hospc_2013_DATA",33887,"A000000","Line(05300)","5300OTHER NONREIMBURSABLE COSTS","1589030","432970","9118","2663305","274550","4968973","1468","4970441","-2663305","2307136"
"Entity[33887] Report(A100000)", , , , , ,"Entity[33887] Report(A100000[0100])","Entity[33887] Report(A100000[0200])","Entity[33887] Report(A100000[0300])","Entity[33887] Report(A100000[0400])","Entity[33887] Report(A100000[0500])", ,"Entity[33887] Report(A100000[0700])","Entity[33887] Report(A100000[0800])","Entity[33887] Report(A100000[0900])"
"HOSPC","hospc_2013_DATA",33887,"A700000","Line(00100)", ,"4660361", , , , ,"4660361"
"HOSPC","hospc_2013_DATA",33887,"A700000","Line(00200)", ,"679537", , , , ,"679537"
"HOSPC","hospc_2013_DATA",33887,"A700000","Line(00300)", ,"14215190","76730", ,"76730", ,"14291920"
"HOSPC","hospc_2013_DATA",33887,"A700000","Line(00400)", , ,"95773", ,"95773", ,"95773"
"HOSPC","hospc_2013_DATA",33887,"A700000","Line(00600)", ,"3082758", , , , ,"3082758"
"HOSPC","hospc_2013_DATA",33887,"A700000","Line(00700)", ,"22637846","172503", ,"172503", ,"22810349"
"HOSPC","hospc_2013_DATA",33887,"A700000","Line(00800)", , ,"596129", ,"596129", ,"596129"
"Entity[33887] Report(A800000)", , , , ,"Entity[33887] Report(A800000[0000])","Entity[33887] Report(A800000[0100])","Entity[33887] Report(A800000[0200])","Entity[33887] Report(A800000[0300])","Entity[33887] Report(A800000[0400])"
"HOSPC","hospc_2013_DATA",33887,"A800000","Line(00600)", ,"A","-959493","ADMINISTRATIVE AND GENERAL","6"
"HOSPC","hospc_2013_DATA",33887,"A800000","Line(00800)","MEDICAID","A","-2663305","OTHER NONREIMBURSABLE COSTS","53"
"Entity[33887] Report(A81000A)", , , , , ,"Entity[33887] Report(A81000A[0100])","Entity[33887] Report(A81000A[0200])","Entity[33887] Report(A81000A[0300])","Entity[33887] Report(A81000A[0400])","Entity[33887] Report(A81000A[0500])"
"HOSPC","hospc_2013_DATA",33887,"A81000A","Line(00100)", ,"3","PLANT OPERATION AND MAINTENANCE","CLEANING AND SUPPLIES","64624","64624"
"HOSPC","hospc_2013_DATA",33887,"A81000A","Line(00200)", ,"10","INPATIENT- GENERAL CARE","PHARMACY IP","53877","53877"
"HOSPC","hospc_2013_DATA",33887,"A81000A","Line(00300)", ,"10","INPATIENT- GENERAL CARE","MEDICAL SUPPLIES","4277","4277"
"HOSPC","hospc_2013_DATA",33887,"A81000A","Line(00400)", ,"10","INPATIENT- GENERAL CARE","PATIENT MEALS","20972","20972"
"HOSPC","hospc_2013_DATA",33887,"A81000A","Line(00401)", ,"3","PLANT OPERATION AND MAINTENANCE","MAINTENANCE","17220","17220"
"Entity[33887] Report(A81000B)", , , , , ,"Entity[33887] Report(A81000B[0100])", , ,"Entity[33887] Report(A81000B[0400])", ,"Entity[33887] Report(A81000B[0600])"
"HOSPC","hospc_2013_DATA",33887,"A81000B","Line(00100)", ,"B", , ,"NEW HANOVER RMC", ,"HEALTH CARE"
"HOSPC","hospc_2013_DATA",33887,"A81000B","Line(00200)", ,"B", , ,"NEW HANOVER RMC", ,"HEALTH CARE"
"HOSPC","hospc_2013_DATA",33887,"A81000B","Line(00300)", ,"B", , ,"NEW HANOVER RMC", ,"HEALTH CARE"
"HOSPC","hospc_2013_DATA",33887,"A81000B","Line(00400)", ,"B", , ,"NEW HANOVER RMC", ,"HEALTH CARE"
